"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","NOR","Norway","2014","2014",0.98,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","NOR","Norway","2015","2015",1,"B","Break"
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","NOR","Norway","2008","2008",1.24,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","NOR","Norway","2009","2009",1.26,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","NOR","Norway","2010","2010",1.26,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","NOR","Norway","2011","2011",1.27,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","NOR","Norway","2012","2012",1.28,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","NOR","Norway","2013","2013",1.31,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","NOR","Norway","2014","2014",1.32,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","NOR","Norway","2015","2015",1.32,"B","Break"
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","POL","Poland","1980","1980",0.47,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","POL","Poland","1981","1981",0.47,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","POL","Poland","1982","1982",0.47,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","POL","Poland","1983","1983",0.47,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","POL","Poland","1984","1984",0.47,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","POL","Poland","1985","1985",0.47,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","POL","Poland","1986","1986",0.46,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","POL","Poland","1987","1987",0.47,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","POL","Poland","1988","1988",0.48,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","POL","Poland","1989","1989",0.47,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","POL","Poland","1990","1990",0.48,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","POL","Poland","1991","1991",0.46,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","POL","Poland","1992","1992",0.43,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","POL","Poland","1993","1993",0.44,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","POL","Poland","1994","1994",0.45,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","POL","Poland","1995","1995",0.46,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","POL","Poland","1996","1996",0.46,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","POL","Poland","1997","1997",0.46,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","POL","Poland","1998","1998",0.45,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","POL","Poland","1999","1999",0.34,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","POL","Poland","2000","2000",0.31,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","POL","Poland","2001","2001",0.26,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","POL","Poland","2002","2002",0.28,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","POL","Poland","2003","2003",0.29,"B","Break"
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","POL","Poland","2004","2004",0.37,"B","Break"
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","POL","Poland","2005","2005",0.32,"B","Break"
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","POL","Poland","2006","2006",0.33,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","POL","Poland","2007","2007",0.35,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","POL","Poland","2008","2008",0.34,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","POL","Poland","2009","2009",0.32,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","POL","Poland","2010","2010",0.33,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","POL","Poland","2011","2011",0.34,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","POL","Poland","2012","2012",0.33,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","POL","Poland","2013","2013",0.32,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","POL","Poland","2014","2014",0.34,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","POL","Poland","2015","2015",0.33,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","POL","Poland","2005","2005",0.35,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","POL","Poland","2006","2006",0.36,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","POL","Poland","2007","2007",0.38,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","POL","Poland","2008","2008",0.37,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","POL","Poland","2009","2009",0.34,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","POL","Poland","2010","2010",0.36,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","POL","Poland","2011","2011",0.37,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","POL","Poland","2012","2012",0.36,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","POL","Poland","2013","2013",0.35,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","POL","Poland","2014","2014",0.37,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","POL","Poland","2015","2015",0.35,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","POL","Poland","1999","1999",0.85,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","POL","Poland","2000","2000",0.89,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","POL","Poland","2001","2001",0.86,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","POL","Poland","2002","2002",0.9,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","POL","Poland","2003","2003",0.85,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","POL","Poland","2004","2004",0.89,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","POL","Poland","2005","2005",0.9,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","POL","Poland","2006","2006",0.92,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","POL","Poland","2007","2007",0.93,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","POL","Poland","2008","2008",0.95,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","POL","Poland","2009","2009",0.97,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","POL","Poland","2010","2010",0.99,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","POL","Poland","2011","2011",1.01,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","POL","Poland","2012","2012",1.02,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","POL","Poland","2013","2013",1.04,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","POL","Poland","2014","2014",1.06,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","POL","Poland","2015","2015",1.06,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","PRT","Portugal","1980","1980",0.11,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","PRT","Portugal","1981","1981",0.11,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","PRT","Portugal","1982","1982",0.11,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","PRT","Portugal","1983","1983",0.11,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","PRT","Portugal","1984","1984",0.1,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","PRT","Portugal","1985","1985",0.13,"B","Break"
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","PRT","Portugal","1986","1986",0.13,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","PRT","Portugal","1987","1987",0.14,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","PRT","Portugal","1988","1988",0.14,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","PRT","Portugal","1989","1989",0.16,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","PRT","Portugal","1990","1990",0.17,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","PRT","Portugal","1991","1991",0.17,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","PRT","Portugal","1992","1992",0.18,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","PRT","Portugal","1993","1993",0.21,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","PRT","Portugal","1994","1994",0.23,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","PRT","Portugal","1995","1995",0.25,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","PRT","Portugal","1996","1996",0.28,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","PRT","Portugal","1997","1997",0.3,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","PRT","Portugal","1998","1998",0.33,"B","Break"
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","PRT","Portugal","1999","1999",0.38,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","PRT","Portugal","2000","2000",0.43,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","PRT","Portugal","2001","2001",0.47,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","PRT","Portugal","2002","2002",0.5,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","PRT","Portugal","2003","2003",0.53,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","PRT","Portugal","2004","2004",0.56,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","PRT","Portugal","2005","2005",0.59,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","PRT","Portugal","2006","2006",0.65,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","PRT","Portugal","2007","2007",0.64,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","PRT","Portugal","2008","2008",0.68,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","PRT","Portugal","2009","2009",0.73,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","PRT","Portugal","2010","2010",0.77,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","PRT","Portugal","2011","2011",0.77,"B","Break"
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","PRT","Portugal","2012","2012",0.81,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","PRT","Portugal","2013","2013",0.85,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","PRT","Portugal","2014","2014",0.88,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","PRT","Portugal","2015","2015",0.91,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","SVK","Slovak Republic","2000","2000",0.44,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","SVK","Slovak Republic","2001","2001",0.44,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","SVK","Slovak Republic","2002","2002",0.44,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","SVK","Slovak Republic","2003","2003",0.44,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","SVK","Slovak Republic","2004","2004",0.44,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","SVK","Slovak Republic","2007","2007",0.5,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","SVK","Slovak Republic","1999","1999",0.45,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","SVK","Slovak Republic","2000","2000",0.44,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","SVK","Slovak Republic","2001","2001",0.44,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","SVK","Slovak Republic","2002","2002",0.44,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","SVK","Slovak Republic","2003","2003",0.44,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","SVK","Slovak Republic","2004","2004",0.44,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","SVK","Slovak Republic","2005","2005",0.54,"B","Break"
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","SVK","Slovak Republic","2006","2006",0.51,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","SVK","Slovak Republic","2007","2007",0.53,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","SVK","Slovak Republic","2008","2008",0.51,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","SVK","Slovak Republic","2009","2009",0.49,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","SVK","Slovak Republic","2010","2010",0.49,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","SVK","Slovak Republic","2011","2011",0.48,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","SVK","Slovak Republic","2012","2012",0.49,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","SVK","Slovak Republic","2013","2013",0.48,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","SVK","Slovak Republic","2014","2014",0.49,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","SVK","Slovak Republic","2015","2015",0.49,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","1980","1980",0.11,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","1981","1981",0.11,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","1982","1982",0.11,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","1983","1983",0.12,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","1984","1984",0.12,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","1985","1985",0.13,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","1986","1986",0.15,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","1987","1987",0.19,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","1988","1988",0.19,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","1989","1989",0.24,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","1990","1990",0.27,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","1991","1991",0.29,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","1992","1992",0.3,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","1993","1993",0.31,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","1994","1994",0.33,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","1995","1995",0.35,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","1996","1996",0.37,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","1997","1997",0.38,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","1998","1998",0.4,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","1999","1999",0.42,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","2000","2000",0.43,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","2001","2001",0.45,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","2002","2002",0.47,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","2003","2003",0.47,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","2004","2004",0.49,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","2005","2005",0.51,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","2006","2006",0.52,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","2007","2007",0.54,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","2008","2008",0.56,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","2009","2009",0.58,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","2010","2010",0.6,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","2011","2011",0.62,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","2012","2012",0.67,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","2013","2013",0.7,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","2014","2014",0.72,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","2015","2015",0.75,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","1995","1995",0.87,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","1996","1996",0.84,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","1997","1997",0.82,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","1998","1998",0.82,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","1999","1999",0.82,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2000","2000",0.81,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2001","2001",0.81,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2002","2002",0.82,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2003","2003",0.81,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2004","2004",0.83,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2005","2005",0.82,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2006","2006",0.83,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2007","2007",0.82,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2008","2008",0.81,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2009","2009",0.8,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2010","2010",0.8,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2011","2011",0.81,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2012","2012",0.81,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2013","2013",0.81,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2014","2014",0.8,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","1995","1995",0.91,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","1996","1996",0.9,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","1997","1997",0.88,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","1998","1998",0.87,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","1999","1999",0.87,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2000","2000",0.86,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2001","2001",0.86,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2002","2002",0.86,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2003","2003",0.86,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2004","2004",0.87,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2005","2005",0.86,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2006","2006",0.87,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2007","2007",0.87,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2008","2008",0.85,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2009","2009",0.84,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2010","2010",0.85,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2011","2011",0.85,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2012","2012",0.86,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2013","2013",0.85,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2014","2014",0.85,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","1980","1980",1.11,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","1984","1984",1.28,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","1985","1985",1.32,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","1986","1986",1.35,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","1987","1987",1.38,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","1988","1988",1.4,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","1989","1989",1.42,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","1990","1990",1.43,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","1991","1991",1.44,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","1992","1992",1.45,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","1993","1993",1.46,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","1994","1994",1.47,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","1995","1995",1.48,,
